ACC,BLCA,BRCA,CESC,COAD,DLBC,GBMLGG,HNSC,KIPAN,KIRC,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,SARC,SKCM,STES,TGCT,THCA,THYM,UCEC,ID
0.003185041747830547,0.008926072251441248,0.026893392487010608,0.05586361943601232,0.02940465726964399,0.0019152022633198886,0.061580401559154986,0.03182778168289228,0.10693301372509115,0.036285836629770384,0.0008090589047427408,0.0018011669351375922,0.09910301967981176,0.041846804759257054,0.007246368174926976,0.029322790289187238,0.025231642912939174,0.0018287103349091405,0.007448956914060531,0.010554100497377693,0.01063744083016292,0.10673686973824145,0.277229192777377,0.001087045657661989,0.0033557403718606376,0.012946072170178697,TRAIN_0000
0.003032609126463523,0.005689399791178549,0.08733528865680085,0.008572634322504076,0.013500569408702128,0.0016076791823026525,0.040907740654866284,0.1093201862439935,0.08702118707952036,0.020569259331957482,0.001368341271042409,0.016248960072551444,0.036172807271388184,0.026882037561091886,0.002247681146163942,0.16247224832327795,0.0626645089144165,0.0015945629008032054,0.005305908628387471,0.22558435831831264,0.005598077559002559,0.039226330876110854,0.009747915915996174,0.0013740774032034685,0.00480931392667362,0.021146316113288294,TRAIN_0001
0.0007773764787724611,0.010518505404989838,0.0052091186761848585,0.017426332735516612,0.007177257092995387,0.0002576816518722725,0.018271530337140424,0.009885062620518196,0.002451130460746693,0.001030572822846515,0.0002228972915790065,0.008731847767579105,0.004735196550116226,0.013142816931050232,0.02091467599992628,0.0011118409633202608,0.0018669761780892588,0.00017014962483711483,0.0015425714909062006,0.0009821324066652808,0.8632605212888627,0.008018465839968793,0.0007417067071830681,0.0004443058931026859,0.0002099092704740326,0.0008994175147565621,TRAIN_0002
0.0008496744032025574,0.0017347049547837617,0.060876887692085484,0.02306748941812119,0.0027322899729914944,0.0010875723163420144,0.04504673212593659,0.006840862378770104,0.06776495322453788,0.04461244523066599,0.03907040532299759,0.017878171174102075,0.03507239394606909,0.012358381494210166,0.0009212395004055034,0.06428206754288832,0.029806368249009806,0.08643348571885051,0.1826281261535465,0.19701093564870742,0.008081812464704552,0.012518119149291159,0.009037560842770872,0.03440462820509699,0.01073012601191319,0.005152566857999194,TRAIN_0003
0.005533557744576011,0.040413106946721365,0.023467862527794515,0.007664676142778298,0.010254245054448205,0.0020843364363634597,0.009162985543732925,0.12185550247014525,0.023489141385570594,0.0040199900205132606,0.0014307808321808886,0.003040896437393046,0.13246650739375343,0.03700599375809671,0.02884477694060325,0.03218870175639915,0.06304138032698214,0.002260332418028865,0.006482220595985837,0.02562894622925947,0.006196613770159744,0.3306924339192627,0.00536623679969587,0.0014715328297108742,0.0038275662074391237,0.07210967551240506,TRAIN_0004
0.0012977958200466563,0.007504667295448358,0.014402603067925332,0.01772628943908935,0.014162917885650833,0.008216302995181474,0.008782552719046837,0.005562707419905796,0.01381680302020892,0.014533896270331097,0.00025003098301443563,0.0012342164057520194,0.018489137636833394,0.04421675287719521,0.009357797156505636,0.011060913299735561,0.0035912369582215002,0.001200505321889764,0.007260649600475922,0.0044207462003017515,0.15802739855412984,0.29775867421597096,0.003161140078046906,0.0014122118272710295,0.0025073301980504375,0.330044722753771,TRAIN_0005
3.528818482636241e-05,0.00016268379758750548,0.5752768744828068,0.0010798437716546172,0.00022071088608759728,0.0001385634005107916,0.002176696753825702,0.0004094936174324407,0.0007965978900366819,0.0013025015876617083,0.3907490527719007,0.002385607316763361,0.00045642118849588707,0.00030679937971060146,4.5811126254949216e-05,0.0012592499178423098,0.0003712419567800944,0.011002091196172153,0.004117176100081113,0.0018950167165561374,0.0003646662952734185,0.0005461498147538884,0.0005745024182639913,0.0013451034271288816,0.0014278543515503235,0.001554001650041937,TRAIN_0006
0.000532118746462411,0.001526401985636794,0.040232238753346916,0.01119512345903777,0.001540463558690672,0.0007602110982863014,0.01117607139426556,0.004727398694633526,0.01740514569448573,0.015183508421579834,0.2475100160985157,0.005503910730970761,0.0038157922733116963,0.00232459148492744,0.0013865508708861515,0.01261181588476109,0.007167778015895021,0.1232521832959326,0.09436599347244813,0.029008358848888437,0.0032874304236834764,0.0033281694974649154,0.0041123537687140855,0.13503893404180956,0.22113107315617672,0.0018763663291887214,TRAIN_0007
0.0015466867206738817,0.004493478606104764,0.06933444615699866,0.04834252137829745,0.00556996967100592,0.0024480213909294397,0.036442033301667655,0.01662557915236242,0.08943334808644503,0.10112461268774453,0.006651086615053335,0.022427711238966776,0.02630734210848855,0.01665627554387857,0.0013674015402974288,0.07235524675366498,0.04236433207530313,0.02143600545145189,0.14848383998387218,0.12587079183054617,0.013789949694639961,0.011223069193551025,0.07989356525430666,0.015723000933661108,0.01226707060535034,0.00782261402473816,TRAIN_0008
0.0020880506501398466,0.005043312119153346,0.02942457506195599,0.0952118513211249,0.013294160743683486,0.002137698759510938,0.03992356845891926,0.08447774739616672,0.07203347440531567,0.10183150610501034,0.001239724958140041,0.0023792845407204504,0.19294421922862406,0.021442007882503084,0.010599223266613026,0.03310846258868287,0.03193573744412511,0.001392856978329027,0.00940499574584176,0.011292271636812281,0.013904021516509966,0.061668658518133766,0.15238921777146974,0.0019346427256302938,0.0039772862766936715,0.0049214439001903304,TRAIN_0009
0.0003045087877903878,0.000827500793349994,0.035199754879523974,0.009146993292605994,0.0031503002068733704,0.0003821625825495892,0.0073469427512361,0.012510389423464283,0.01901250755863932,0.018277256306035095,0.011991489998652726,0.002298851093162272,0.06005894553015396,0.001583015588450516,0.00031508078358977447,0.008768741275443921,0.003621734775402897,0.025212450625835256,0.32689417280960936,0.03438941853630522,0.00246683770854987,0.003404024846429552,0.0061872505371490475,0.007928421932457798,0.019810457311285116,0.37891079006545464,TRAIN_0010
0.005711069925881298,0.022958638667703438,0.016234266008911872,0.10319742049596936,0.17259748671861713,0.0045960714221272994,0.014103364519560253,0.035604932222394484,0.06264972828988649,0.017734256044283966,0.0012036904500238176,0.0017465938977647816,0.0834599528781477,0.09890222028898225,0.06857880360596659,0.012298088799944068,0.03209128303660548,0.001624940232939942,0.005504754962565752,0.013908841962952188,0.015099975623248057,0.1928222223185391,0.009051424656648632,0.0014960146848721038,0.0022338552441915696,0.004590103041272388,TRAIN_0011
0.003195838615382559,0.004258954536229131,0.07085910613134525,0.11686756748247694,0.01036618582230086,0.0009665909110879743,0.059894995369005076,0.017862623995179586,0.27364788129959244,0.12278208437441251,0.0009118842068071973,0.005822277770562734,0.043227610306280195,0.03240437140002849,0.0007984306044026327,0.03842771520011989,0.018426485811217603,0.0016475000123957583,0.03518069249176604,0.05287980790380383,0.006039445436478507,0.01567723454209718,0.04894510404008259,0.003093618975394265,0.010198732156636324,0.005617260604914436,TRAIN_0012
0.0021650173839353653,0.009519002256278147,0.0793184998548351,0.007538102918775592,0.013859594031033663,0.0010729015176793098,0.03977806433439856,0.0470318116580444,0.024150086201318633,0.00557428683100067,0.0011792421395306618,0.0074556263897997055,0.031499243795999596,0.024399328607610342,0.0013453775114730144,0.35604330358495595,0.1665684108559632,0.0014238273509431683,0.019294198310439735,0.06696169722068349,0.010387327364837686,0.032551429673134596,0.00896538221678933,0.02362843008342945,0.0031240032513020067,0.015165804655808652,TRAIN_0013
