ACC,BLCA,BRCA,CESC,COAD,DLBC,GBMLGG,HNSC,KIPAN,KIRC,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,SARC,SKCM,STES,TGCT,THCA,THYM,UCEC,ID
0.003866127198596964,0.009210436538438421,0.02814378010284687,0.05238123200279237,0.03160860366656754,0.0017166277269796794,0.07500979250173467,0.03610942859216773,0.10663233620449844,0.03396328514142385,0.0008278893014265764,0.0018385692832535952,0.10688213181836854,0.043062083112326316,0.00928399425749578,0.03281131363074511,0.027241185110882683,0.001653906178830403,0.00865082343384262,0.013539590775098812,0.014043702642583571,0.11593428170449037,0.2257777734196021,0.0011183180532725854,0.003385796187222078,0.015306991414512337,TRAIN_0000
0.00406288332838485,0.0048737816577440855,0.0984900017066753,0.009013763124167446,0.012774801097731185,0.0016090007529210577,0.04059390868925605,0.09707018934530659,0.07338489926209014,0.025455188443424922,0.0014443354803690028,0.021852259231855083,0.038192907072279104,0.031930292099892336,0.0028162555123424503,0.17521384867398754,0.05562300296096778,0.0015332114722725564,0.004879721632792369,0.21803336114691957,0.005841334488978389,0.03749407617903191,0.00980927460847177,0.00162578574591282,0.005246453159076165,0.02113546312714953,TRAIN_0001
0.0010907117086942032,0.011461365325871265,0.004159565188640933,0.018272735639546935,0.006968133327358274,0.0003894627250749671,0.01898076246889311,0.004629483563294699,0.0022372482909033503,0.000961719279695844,0.00041563038715253193,0.00683964899304485,0.005401590975326817,0.010338302962578271,0.026752070267511443,0.0011271809046525113,0.0019647495851222744,0.0002077106671665431,0.0011137110695006412,0.0010497153535864551,0.8640308002101579,0.008889536597627106,0.00081327443200597,0.00036160992206760574,0.0002725884911003005,0.0012706916634252316,TRAIN_0002
0.0007722766709013646,0.0016717589687043708,0.056367420424568056,0.02296026640977606,0.0029835610589460542,0.0009513942770237841,0.04086821581716034,0.007515282472075243,0.06659552545267841,0.0507446199087133,0.05030172013912238,0.013709160685203645,0.04207244945008312,0.012882797222217298,0.0009640992051360148,0.08194822929182191,0.024901256302953274,0.10166762162049743,0.16254665177975372,0.18288707981192795,0.008131252712021924,0.010367141245837784,0.009346909947799869,0.033091988863332276,0.009102795396521183,0.004648524865223228,TRAIN_0003
0.0059353323875927025,0.05178574200815276,0.02317773223280456,0.008211988184065794,0.011128398806141061,0.0033147163402239828,0.010738670103410015,0.11039430862709991,0.023050113097923913,0.005500975637541028,0.0016073450991449215,0.0034984180918237917,0.20040573569337813,0.0438990825008539,0.05204778265813129,0.0346002957991149,0.0916803720535969,0.002279475142791908,0.006018280634313457,0.019847806928980135,0.005552280802190175,0.21585877659362923,0.0063152761495033185,0.0020193057527327983,0.004005537446230272,0.05712625122862914,TRAIN_0004
0.0010117560309589485,0.008735139052585026,0.016062001004804056,0.03190726834211693,0.01572412834558943,0.008891411257634747,0.009286264095455254,0.007176378382717753,0.008539102166976724,0.02006471186855933,0.0002434682719225768,0.0012918528128312008,0.03791873585836017,0.028649600647951485,0.019504197231352462,0.013045864373369574,0.00672117630682769,0.001376895836502572,0.012034033603772903,0.005201279262914684,0.07252506274345162,0.4219815793683114,0.0034673025880568985,0.0009960269237628012,0.002423621982919495,0.2452211416402943,TRAIN_0005
3.254673951358684e-05,0.00016202570326518623,0.500904182044431,0.001164736877218413,0.0002456472329786935,9.911047123593118e-05,0.0017649557420570485,0.00040088496283164157,0.0008920640321059712,0.0012723919416898594,0.4721578167152759,0.0021591707184003147,0.0004069450785776547,0.0002864235022240285,4.8099956842954575e-05,0.001252492023803204,0.00037867603444215534,0.007133555307793891,0.002779159348801108,0.0016150473890047907,0.0003197836501099809,0.0004876783442743611,0.0004785836595618045,0.0012796427532989858,0.0011477067133131421,0.001130673056948359,TRAIN_0006
0.00039754857435991104,0.0009930216477059641,0.03947556019863347,0.009792489933552348,0.0013553341854188477,0.0006713218755915847,0.011369732211528101,0.004463416525400557,0.01490059309098012,0.013389987874558133,0.2365638167285673,0.004925257527628195,0.003400364891585291,0.0021414032677209652,0.0009532239639834447,0.011976151730276916,0.006430767012581838,0.1327970773329485,0.10406138005598194,0.031478747733732125,0.0028229251045677325,0.002762829885610422,0.0037840642044919244,0.13593569401486955,0.22142900532323578,0.0017282851044890287,TRAIN_0007
0.0011575999757326206,0.004224916952035809,0.05727154804890168,0.04600951482898305,0.005166315512709611,0.002573126480827716,0.03295709962749522,0.01603030052990298,0.08934057571542652,0.10218282866313633,0.005091880952354085,0.019608145728070462,0.02573227529327826,0.01450456131049391,0.0013511082026900296,0.08484838967155028,0.0386939461476992,0.017594505234579887,0.18506203731859946,0.11748351245611305,0.01652214688644041,0.009683801865839297,0.07052090817408858,0.014376386177547404,0.014029055008651755,0.007983513236852405,TRAIN_0008
0.002423026689371504,0.004034010921933745,0.025574403242781568,0.10263300083697943,0.012759105483611548,0.001998897058721281,0.039529779464642215,0.06394163888290902,0.06521473441582162,0.11134795935001231,0.0011013142582769855,0.0020766180184795405,0.24526749599491182,0.017067403460499043,0.009242372043966562,0.0262200388543867,0.029722629230245046,0.0013195362796115432,0.010314056043443468,0.008068262125077615,0.013405205825154094,0.06128947821548366,0.13416691825791568,0.001940010001451586,0.005382061153889997,0.003960043890422424,TRAIN_0009
0.00037838265574790717,0.0010419689395361209,0.03915201143937563,0.011107929097475187,0.003957024326367871,0.0004585098378018423,0.00822009149658532,0.01021004006820282,0.020349457945276574,0.022516956647230597,0.011173823895195693,0.002496763841468317,0.07251174033275137,0.0013820482475862066,0.00035640192949567797,0.00924938548507377,0.00373023517130507,0.03171372054397291,0.33856684111389407,0.03777082280252939,0.003012536571879326,0.0031574755108064413,0.004980626536917705,0.0077666184259110906,0.02110066273710968,0.33363792440050344,TRAIN_0010
0.007620462349507649,0.018989546556076032,0.015394608758994299,0.11275551665030972,0.15505820783538873,0.004214708766924021,0.013558148643202416,0.03477732897929374,0.06112762274792691,0.016436148721890326,0.0012091933960769103,0.0018339852424219467,0.08421994147740668,0.1495734032285412,0.07207495845053855,0.010321565152638915,0.03276231942166899,0.001870309850264629,0.00504949511464502,0.013986986374720926,0.01533701483865178,0.153187367014832,0.01034868712913048,0.0013951033131761356,0.00240709031478776,0.004490279670984245,TRAIN_0011
0.002906569781089564,0.003597413932383895,0.05933819784086429,0.15081063098163827,0.008410618743780102,0.0010804289618955524,0.051597260572424974,0.014702850201999617,0.31692344339511164,0.10731899870118992,0.0008521040540534279,0.005928083395749889,0.03904394480855392,0.02594583327151898,0.0007510517699685834,0.03234201709414865,0.013721421529493525,0.0015747082845926894,0.02700444157805394,0.04903616443897078,0.005632934229713231,0.01839720107858357,0.04727378545647771,0.002432727983297408,0.0076913713490869475,0.005685796565358939,TRAIN_0012
