ID,ACC,BLCA,BRCA,CESC,COAD,DLBC,GBMLGG,HNSC,KIPAN,KIRC,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,SARC,SKCM,STES,TGCT,THCA,THYM,UCEC
TRAIN_0000,0.02191818878054619,0.018727073445916176,0.04039410874247551,0.031792208552360535,0.022940868511795998,0.01426147110760212,0.033814720809459686,0.01235270407050848,0.08772234618663788,0.06340888887643814,0.027253394946455956,0.015766937285661697,0.10317326337099075,0.03326268121600151,0.030399909242987633,0.029509587213397026,0.039735596626996994,0.04036371782422066,0.04999622330069542,0.05848333612084389,0.036860816180706024,0.05113987252116203,0.0511074922978878,0.013744979165494442,0.045531246811151505,0.026338327676057816
TRAIN_0001,0.004926839843392372,0.019295377656817436,0.042808569967746735,0.009218214079737663,0.01665371097624302,0.00350737851113081,0.07215703278779984,0.05539977550506592,0.022547798231244087,0.00847766362130642,0.017133597284555435,0.04028622433543205,0.03789401426911354,0.041732847690582275,0.01620861329138279,0.11551006138324738,0.15917722880840302,0.0131076043471694,0.011788815259933472,0.18778596818447113,0.007264603860676289,0.05911347642540932,0.006695530842989683,0.002817767206579447,0.010714185424149036,0.01777704991400242
TRAIN_0002,0.0004151948378421366,0.0010020406916737556,0.0003380713169462979,0.000611809198744595,0.0016132359160110354,0.001194617012515664,0.02652229182422161,0.0007050966378301382,0.0011682860786095262,0.0014868899015709758,0.0010874372674152255,0.008977742865681648,0.0009767601732164621,0.006884160451591015,0.001282610697671771,3.872912566293962e-05,0.002166694961488247,0.0001350306556560099,0.0002980460412800312,0.0014815742615610361,0.9386426210403442,0.0024367496371269226,0.00015342461119871587,3.084176569245756e-05,8.310012344736606e-05,0.0002667947846930474
TRAIN_0003,0.016872692853212357,0.014230811037123203,0.027530811727046967,0.027712609618902206,0.01846591755747795,0.01663065142929554,0.2841038405895233,0.03212732821702957,0.056937869638204575,0.036220815032720566,0.03261421620845795,0.04335150122642517,0.031456831842660904,0.0790853425860405,0.02481932006776333,0.032165929675102234,0.012661343440413475,0.02730768360197544,0.049172595143318176,0.026172153651714325,0.018207374960184097,0.017734743654727936,0.02551175095140934,0.0169693473726511,0.020003803074359894,0.011932716704905033
TRAIN_0004,0.001693309866823256,0.02841326966881752,0.03610989823937416,0.004234627354890108,0.01315411925315857,0.002716081216931343,0.11187237501144409,0.02960965409874916,0.015973491594195366,0.006089735776185989,0.004328185226768255,0.014970500953495502,0.02056356519460678,0.009613954462110996,0.10945948958396912,0.20096561312675476,0.029186727479100227,0.004203145857900381,0.014647307805716991,0.08407068252563477,0.0032682770397514105,0.04436935856938362,0.0018553516129031777,0.0007335899281315506,0.0033035832457244396,0.2045942097902298
TRAIN_0005,3.944218406104483e-05,0.015968922525644302,0.0006674856413155794,0.006629515904933214,0.000839598011225462,0.00026650773361325264,0.003222305793315172,0.02916439063847065,0.0033463938161730766,0.003550189547240734,1.006935508485185e-05,1.648084980843123e-05,0.03875176981091499,0.028261613100767136,0.01634691283106804,9.714470252220053e-06,1.7600641513126902e-06,3.3518295822432265e-05,0.0007792813703417778,0.00020633752865251154,0.1740408092737198,0.5537068843841553,8.51795994094573e-05,9.503114597464446e-07,0.0003385709132999182,0.12371541559696198
TRAIN_0006,0.009253454394638538,0.02215350791811943,0.3779577314853668,0.07191934436559677,0.03242655098438263,0.012641211971640587,0.029761575162410736,0.044869959354400635,0.019364172592759132,0.029065648093819618,0.049859195947647095,0.015795882791280746,0.017126698046922684,0.013549496419727802,0.017196159809827805,0.009686184115707874,0.006964503321796656,0.015037407167255878,0.01824093423783779,0.014474037103354931,0.00885910913348198,0.024915847927331924,0.015071689151227474,0.009309167973697186,0.012059124186635017,0.10244135558605194
TRAIN_0007,0.03131309896707535,0.0306934155523777,0.04116201028227806,0.039191849529743195,0.031641632318496704,0.03332087770104408,0.03881043568253517,0.031924761831760406,0.04510903358459473,0.04016445577144623,0.03964466229081154,0.0346967875957489,0.04988660663366318,0.0427139475941658,0.031099513173103333,0.03600052371621132,0.033370453864336014,0.043394431471824646,0.04675845801830292,0.04405359551310539,0.0339638777077198,0.03595639392733574,0.05766507610678673,0.036705948412418365,0.04026943817734718,0.030488673597574234
TRAIN_0008,0.08592003583908081,0.022790230810642242,0.04026426002383232,0.058065786957740784,0.021904775872826576,0.03501807898283005,0.030122270807623863,0.023158859461545944,0.055525582283735275,0.05542176961898804,0.027883969247341156,0.033229898661375046,0.032792191952466965,0.01738857291638851,0.019868705421686172,0.05314914137125015,0.024346167221665382,0.04605519771575928,0.04740098491311073,0.0779542401432991,0.028752580285072327,0.04018741101026535,0.0434127077460289,0.024607302621006966,0.02960563823580742,0.025173641741275787
TRAIN_0009,0.014816610142588615,0.0061408295296132565,0.028094330802559853,0.061434097588062286,0.05502183735370636,0.009102766402065754,0.022100862115621567,0.043678198009729385,0.05274348706007004,0.036088332533836365,0.009463121183216572,0.01212338823825121,0.06243507191538811,0.12876197695732117,0.1186198815703392,0.012742551974952221,0.006211276166141033,0.01556763332337141,0.046165045350790024,0.06818045675754547,0.06123737990856171,0.05755935609340668,0.019621271640062332,0.013469436205923557,0.019671794027090073,0.01894902065396309
