ACC,BLCA,BRCA,CESC,COAD,DLBC,GBMLGG,HNSC,KIPAN,KIRC,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,SARC,SKCM,STES,TGCT,THCA,THYM,UCEC,ID
0.0028811956164374905,0.00923881116946514,0.026095790674608182,0.05332028470007811,0.030294570939609966,0.0016611859828356567,0.06601975084332043,0.03345833331641188,0.1104039470502003,0.03388556823242586,0.0008393229763635188,0.0014483692294086975,0.09812490599233611,0.0439225768615612,0.008096101658464897,0.0336613243838889,0.02386956651519184,0.001632734194720684,0.006864751659167443,0.013225588889797267,0.012840171288523541,0.09653866993959526,0.27556952713827404,0.001154085616199508,0.0033535414694624713,0.01159932366165162,TRAIN_0000
0.0030267123522955378,0.004938974726492949,0.09776131490484033,0.006977671130633293,0.013026805231935806,0.0012529555789495752,0.041544677640690246,0.1325891075796582,0.07202321605392568,0.01613763976511719,0.0011855850979446446,0.016770834835369963,0.032616158508586165,0.029846814832714803,0.0022313544569488057,0.14671709283940843,0.04925435251444371,0.0014044438170579298,0.005099647435402473,0.2221400834739361,0.006053897816479635,0.05181344824727195,0.008995096591902108,0.0012333902370325917,0.005116363745024009,0.030242360585937884,TRAIN_0001
0.0005518852695496752,0.006833867444890481,0.002054504294362967,0.009871227391295855,0.0036341137170033027,0.00018565289274571954,0.010819283012155572,0.004012533817236055,0.0015920790166592412,0.0004764579219975266,0.0001681152887997295,0.005940261131175056,0.003025861605389369,0.007716646202655552,0.01179603454338363,0.0006689284741489923,0.0013035836964318626,0.00011271053930799159,0.0007731769367446137,0.00042096594105238633,0.9201694470186352,0.0063801578328427765,0.0004510415184650321,0.0002318630657886762,0.00019712879470906825,0.0006124726325736807,TRAIN_0002
0.0007219854664121931,0.0017540382497099277,0.06428031553769609,0.019923174538084395,0.0024210391304040515,0.0009119777725061946,0.03924996735874482,0.00817065304612383,0.07783633386264799,0.051414343903128296,0.04438012790314948,0.013639042937612278,0.030157547117600696,0.010528375280655583,0.0009418122251997077,0.0805480098944431,0.02185802324293226,0.10414186007282779,0.16430066348053962,0.18977744671873487,0.00792678995789128,0.011590328873379553,0.009327912602166661,0.03157495300559436,0.007836140607395084,0.004787137214419926,TRAIN_0003
0.004489289709563201,0.03861669175573688,0.026522860597928275,0.008777849596926885,0.01118748942582143,0.0024544944206917186,0.014538565084842274,0.11155588460341924,0.01823712372444788,0.004477409758502676,0.001935466124916063,0.0036508246311659598,0.18225950460974744,0.03952175478179695,0.046960600901335685,0.0349178360242225,0.0775614549351477,0.0022454604605468293,0.006744365377442786,0.024883347257832415,0.00478945917386133,0.2518047157663175,0.006140155872129098,0.0019208941858859202,0.003597018632217779,0.07020948258755359,TRAIN_0004
0.0010266281170922887,0.010247716185928674,0.0233932724886935,0.03839603230209862,0.01680772636992982,0.007541467291652816,0.01152079694682406,0.0076177728817520595,0.016708149356004807,0.014960136902637332,0.00023320110170625308,0.0015231855863306113,0.024339622924736393,0.03583673913144568,0.015417585806993069,0.007440154292374678,0.003356442464249745,0.0008793660465369158,0.010337934338902203,0.00472459729422982,0.12056973345737626,0.2547012974177706,0.00435803988909778,0.0010948564625727056,0.0015940073160459788,0.36537353762701735,TRAIN_0005
3.35289549091981e-05,0.00015688329496393226,0.5798646774614173,0.0013792235325627434,0.0002910456952811051,0.00013915840748064066,0.0021718290976304845,0.00039535091266037895,0.0009793356237983283,0.0013012222405849926,0.38727330940725635,0.003440548180546688,0.00044499145334229393,0.00034813349868081716,4.620786759039137e-05,0.0014091503027588677,0.0004178924986087166,0.008288124528962758,0.00407535207928567,0.0018766993782599896,0.00031391714404195895,0.0005801967312102778,0.0006212042027130265,0.0018310065975340427,0.0011029116513663665,0.0012180992565526628,TRAIN_0006
0.000433534547772838,0.0012574377161577997,0.04000389850456027,0.010250839153560619,0.0014020615146572296,0.0007826051250171873,0.011171477573039473,0.003981929174834386,0.01467959267435895,0.013795002025569797,0.24561172121888175,0.0056431701886598806,0.0031105190684594837,0.0023151265355602214,0.001125975367960309,0.012673255676901862,0.0064331841009919,0.13076412357321848,0.10093712559350941,0.027746607800868697,0.0027300575079073773,0.002925780530101992,0.0039642992389289445,0.12382723087612166,0.23039879830333554,0.0020346464090639413,TRAIN_0007
0.0012981367980748997,0.003966215133100629,0.0676697429437706,0.049138908166904326,0.0045223031951128105,0.002025073428127283,0.03567748576607065,0.016283678163873223,0.09222415244210022,0.10372330422235604,0.005704762975392615,0.026077541028517986,0.027034182554683914,0.01518351051332726,0.0011880186119902275,0.06603366992306528,0.04529358149998306,0.018807864131910313,0.15193520741056069,0.13102564435308947,0.013492907623641507,0.011586348720411097,0.07196609051468747,0.014665575943868948,0.015711955989538885,0.0077641379458405855,TRAIN_0008
0.0019381555808549368,0.00462167076702188,0.02541615543521168,0.10216031633844938,0.011847351222221759,0.0016929819928573895,0.04764259425419092,0.07601479001169821,0.06655158369805389,0.09226750207975137,0.0010736445396215847,0.0020238462251409594,0.24837900205640537,0.019438932499200073,0.013037734257292273,0.032758743886575875,0.028869581636973386,0.0011234763529616573,0.007392227946584886,0.008270959702027158,0.013061401958831547,0.05689190929146818,0.1274110278995713,0.0021768762673044476,0.004200839606263869,0.0037366944934660103,TRAIN_0009
